,Nombre,Fecha publicación,Autores,Categorías,Mecánicas,Puntuación,Jugadores,Jugadores mínimos,Jugadores máximos,Duración,Duración mínima,Duración máxima,Edad,Complejidad,Dep idioma,Edición juegos,Juegos relacionados
https://www.ludonauta.es/juegos-mesas/lobo-77-1993,Lobo 77,1993,['Thomas Pauli'],['Cartas'],"['Eliminación de jugadores', 'Toma eso']","5,66",2-8,2.0,8.0,30,30.0,30.0,8.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/origins-maravillas-antiguas-2022,Origins: Maravillas Antiguas,2022,['Adam Kwapiński'],"['Dados', 'Edificación', 'Mitología']","['Colocación de losetas', 'Colocación de trabajadores con dados', 'Configuración variable', 'Draft de cartas', 'Orden de turno basado en estadísticas']","5,66",1-4,1.0,4.0,60-120,60.0,120.0,14.0,3.0,,Expansión de,['Origins: Los Primeros Constructores']
https://www.ludonauta.es/juegos-mesas/express-route-2023,Express Route,2023,['Patrick Marino'],"['Transporte', 'Viajes']","['Cooperativo', 'Recogida y entrega']","5,66",1-4,1.0,4.0,60,60.0,60.0,10.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/fluxx-remixx-2022,Fluxx Remixx,2022,['Andrew Looney'],['Cartas'],"['Colección de ítems', 'Gestión de mano']","5,66",2-6,2.0,6.0,5-30,5.0,30.0,8.0,2.0,,Reimplementación de,['Fluxx']
https://www.ludonauta.es/juegos-mesas/singapore-2011,Singapore,2011,['Peer Sylvester'],['Economía'],"['Colocación de losetas', 'Draft de cartas', 'Movimiento por celdas', 'Puntos de acción', 'Tablero modular']","5,66",3-4,3.0,4.0,90,90.0,90.0,12.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/15-dias-the-spanish-golden-age-2014,15 Días: The Spanish Golden Age,2014,['Gonzo Bríos'],"['Cartas', 'Negociación', 'Político', 'Renacimiento']","['Gestión de mano', 'Rondas variables']","5,66",2-8,2.0,8.0,60,60.0,60.0,12.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/carnival-2023,Carnival,2023,['Jeroen Geenen'],"['Animales', 'Cartas']",,"5,66",2-6,2.0,6.0,30,30.0,30.0,7.0,1.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/dead-panic-2013,Dead Panic,2013,['Justin De Witt'],['Zombis'],"['Cooperativo', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Puntos de acción']","5,66",2-6,2.0,6.0,90,90.0,90.0,13.0,2.0,3.0,Reimplementación de,['Castle Panic']
https://www.ludonauta.es/juegos-mesas/loch-ness-2010,Loch Ness,2010,['Ronald Wettering'],"['Deducción', 'Faroleo']",,"5,66",2-5,2.0,5.0,30-45,30.0,45.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/thrones-of-valeria-2022,Thrones of Valeria,2022,['Matt Jacobs'],"['Cartas', 'Fantasía']","['Asociaciones / Agrupaciones', 'Cartas por bazas']","5,66",2-6,2.0,6.0,30-45,30.0,45.0,8.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/boombeados-2021,Boombeados,2021,"['Alberto Fernández Jiménez', 'Alberto Fernández Perez']",['Cartas'],"['Forzar la suerte', 'Gestión de mano', 'Toma eso']","5,66",2-6,2.0,6.0,10-20,10.0,20.0,8.0,1.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/summit-the-board-game-sanity-2023,Summit: The Board Game – Sanity,2023,['Conor McGoey'],"['Aventuras', 'Medioambiental']","['Carrera', 'Colocación de losetas', 'Cooperativo', 'Eventos', 'Forzar la suerte', 'Habilidades variables', 'Lanzamiento de dados', 'Solitario', 'Toma eso', 'Unión de puntos de un mapa']","5,66",1-6,1.0,6.0,30-150,30.0,150.0,14.0,,,Expansión de,"['La Cima: El juego de tablero', 'La Cima: El juego de tablero – Yeti']"
https://www.ludonauta.es/juegos-mesas/polyssimo-challenge-2018,Polyssimo Challenge,2018,['Alain Brobecker'],['Abstracto'],"['Cercado de áreas', 'Colocación de losetas', 'Control de áreas / Mayorías']","5,66",2-4,2.0,4.0,10-30,10.0,30.0,7.0,1.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/juego-de-tronos-lcg-mas-alla-del-muro-2010,Juego de Tronos: LCG – Más Allá del Muro,2009,"['Christian T. Petersen', 'Eric M. Lang', 'Nate French']","['Basado en novela', 'Cartas', 'Combate', 'Fantasía', 'Medieval', 'Negociación']","['Draft de cartas', 'Gestión de mano', 'Habilidades variables', 'Selección simultánea de acciones']","5,66",2-4,2.0,4.0,60,60.0,60.0,13.0,1.0,,Expansión de,['Juego de Tronos: LCG']
https://www.ludonauta.es/juegos-mesas/ms-batory-2017,MS Batory,2017,['Filip Miłuński'],"['Deducción', 'Faroleo']","['Colección de ítems', 'Gestión de mano', 'Programación de acciones']","5,66",2-4,2.0,4.0,30-60,30.0,60.0,12.0,2.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/dragonfire-sword-mountains-crypt-2018,Dragonfire: Sword Mountains Crypt,2019,['Randall N. Bills'],"['Cartas', 'Fantasía']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Gestión de mano', 'Habilidades variables', 'Roles']","5,66",2-6,2.0,6.0,60-90,60.0,90.0,13.0,3.0,,Expansión de,['Dragonfire']
https://www.ludonauta.es/juegos-mesas/serpentina-2001,Serpentina,2001,['Brigitte Pokornik'],"['Animales', 'Infantil', 'Puzzle']","['Colocación de losetas', 'Construcción de patrones']","5,66",2-5,2.0,5.0,15,15.0,15.0,4.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/chez-geek-piso-compartido-1999,Chez Geek: Piso compartido,1999,['Jon Darbro'],['Cartas'],"['Colección de ítems', 'Habilidades variables', 'Toma eso']","5,66",2-5,2.0,5.0,60,60.0,60.0,13.0,1.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/unlock-miniaventuras-el-vuelo-del-angel-2022,Unlock!: Miniaventuras – El vuelo del ángel,2022,,"['Cartas', 'Puzzle', 'Tiempo real']","['Cooperativo', 'Tiempo real']","5,66",1-6,1.0,6.0,,,,,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/planetarium-primordial-2019,Planetarium: Primordial,2019,"['Dann May', 'Stéphane Vachon']","['Ciencia ficción', 'Educativo', 'Exploración espacial']","['Colección de ítems', 'Gestión de mano', 'Movimiento por celdas']","5,66",2-4,2.0,4.0,45-60,45.0,60.0,10.0,3.0,,Expansión de,['Planetarium']
https://www.ludonauta.es/juegos-mesas/claim-refuerzos-fuego-2020,Claim: Refuerzos – Fuego,2020,['Scott Almes'],"['Cartas', 'Fantasía']",['Cartas por bazas'],"5,66",2,2.0,2.0,25,25.0,25.0,10.0,1.0,,Expansión de,"['Claim ', 'Claim 2 ']"
https://www.ludonauta.es/juegos-mesas/kitty-bitty-2007,Kitty Bitty,2007,['Thierry Denoual'],"['Animales', 'Infantil', 'Memoria']","['Lanzamiento de dados', 'Memoria']","5,66",2-6,2.0,6.0,15,15.0,15.0,4.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/adlung-land-2010,Adlung Land,2010,['Silvano Sorrentino'],['Cartas'],"['Colocación de losetas', 'Gestión de mano']","5,66",2-4,2.0,4.0,45,45.0,45.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/karvi-2023,Karvi,2023,['Torgeir Tjong'],"['Aventuras', 'Dados', 'Exploración']","['Colocación de trabajadores', 'Colocación de trabajadores con dados', 'Movimiento sobre track']","5,66",2-4,2.0,4.0,120-180,120.0,180.0,12.0,3.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/super-dungeon-explore-candy-la-sombria-2015,Super Dungeon Explore: Candy la Sombría,2015,,"['Combate', 'Fantasía', 'Miniaturas']","['Lanzamiento de dados', 'Puntos de acción']","5,66",1-6,1.0,6.0,30-150,30.0,150.0,,2.0,,Expansión de,['Super Dungeon Explore: El Rey Olvidado']
https://www.ludonauta.es/juegos-mesas/4-gods-2016,4 Gods,2016,['Christophe Boelinger'],"['Puzzle', 'Tiempo real']","['Colocación de losetas', 'Control de áreas / Mayorías']","5,66",2-4,2.0,4.0,15-30,15.0,30.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/mi-mic-2014,Mi Mic,2014,"['Dani Gómez', 'Josep M. Allué']",['Party'],['Interpretación'],"5,66",4,4.0,4.0,30,30.0,30.0,12.0,,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/chute-2019,Chute,2019,['Manuel De Urruticoechea'],['Deportes'],"['Lanzamiento de dados', 'Movimiento por celdas']","5,66",2,2.0,2.0,25-35,25.0,35.0,10.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/camping-life-2022,Camping Life,2022,['Jurgen Spreutels'],"['Cartas', 'Edificación', 'Faroleo', 'Puzzle']","['Colocación de losetas', 'Subastas']","5,65",2,2.0,2.0,15-30,15.0,30.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/eleven-copa-internacional-2022,Eleven: Copa Internacional,2022,['Thomas Jansen'],"['Deportes', 'Economía']","['Escenarios, misiones o campañas']","5,65",1-4,1.0,4.0,60-120,60.0,120.0,14.0,3.0,,Expansión de,['Eleven']
https://www.ludonauta.es/juegos-mesas/tribunal-1920-2020,Tribunal 1920,2020,['Grégory Grard'],['Cartas'],"['Apuestas', 'Cuadrícula']","5,65",2,2.0,2.0,10-30,10.0,30.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/claim-refuerzos-hielo-2020,Claim: Refuerzos – Hielo,2020,['Scott Almes'],"['Cartas', 'Fantasía']",['Cartas por bazas'],"5,65",2,2.0,2.0,25,25.0,25.0,10.0,1.0,1.0,Expansión de,"['Claim ', 'Claim 2 ']"
https://www.ludonauta.es/juegos-mesas/tribu-de-sinverguenzas-2019,Tribu de Sinvergüenzas,2019,,"['Cartas', 'Humor', 'Party']","['Draft de cartas', 'Interpretación']","5,65",4-8,4.0,8.0,,,,18.0,1.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/immortals-2017,Immortals,2017,"['Dirk Henn', 'Ethan Pasternack', 'Mike Elliott']","['Dominio territorial', 'Fantasía']","['Control de áreas / Mayorías', 'Mapas múltiples', 'Programación de acciones', 'Torre de cubo']","5,65",3-5,3.0,5.0,120-150,120.0,150.0,14.0,3.0,1.0,Reimplementación de,"['Shogun', 'Wallenstein (second edition)']"
https://www.ludonauta.es/juegos-mesas/evolution-new-world-butterfly-effect-2023,Evolution: New World – Butterfly Effect,2023,"['Dmitry Knorre', ""Fedor 'Wuurzag'"", 'Sergey Machin']","['Animales', 'Cartas', 'Educativo', 'Medioambiental']","['Gestión de mano', 'Simulación']","5,65",1-6,1.0,6.0,30-60,30.0,60.0,11.0,2.0,,Expansión de,['Evolution: New World']
https://www.ludonauta.es/juegos-mesas/vejen-2019,Vejen,2019,"['Kai Starck', 'Thomas Nielsen']","['Medieval', 'Transporte']","['Comercio', 'Recogida y entrega', 'Unión de puntos de un mapa']","5,65",2-4,2.0,4.0,60-120,60.0,120.0,12.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/tiny-epic-cthulhu-2024,Tiny Epic Cthulhu,2024,['Scott Almes'],"['Ciencia ficción', 'Mitología', 'Terror']","['Cartas multiuso', 'Colección de ítems', 'Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Emparejamiento', 'Forzar la suerte', 'Lanzamiento de dados y movimiento', 'Puntos de acción']","5,65",1-4,1.0,4.0,30-45,30.0,45.0,14.0,,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/star-wars-armada-mando-fenix-2016,Star Wars: Armada – Mando Fénix,2016,,,,"5,65",2,2.0,2.0,120,120.0,120.0,14.0,4.0,,Expansión de,['Star Wars: Armada']
https://www.ludonauta.es/juegos-mesas/skyhawk-rolling-thunder-1966-2022,"Skyhawk: Rolling Thunder, 1966",2022,['Steve Dixon'],"['Aviación / Vuelo', 'Guerra de Vietnam', 'Wargame']",['Solitario'],"5,65",1,1.0,1.0,30-180,30.0,180.0,14.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/monster-mansion-2013,Monster Mansion,2013,['Payton Lee'],"['Aventuras', 'Fantasía', 'Faroleo', 'Tiempo real']","['Comercio', 'Movimiento de áreas', 'Realización de acciones por tiempo']","5,65",2-8,2.0,8.0,45,45.0,45.0,12.0,2.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/metal-gear-solid-the-board-game-2024,Metal Gear Solid: The Board Game,2024,['Emerson Matsuuchi'],"['Basado en videojuego', 'Miniaturas']","['Escenarios, misiones o campañas']","5,65",1-4,1.0,4.0,60-90,60.0,90.0,14.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/take-stock-2006,Take Stock,2006,['Simon Hunt'],"['Cartas', 'Economía']","['Compra / Venta', 'Compra / Venta de acciones', 'Gestión de mano']","5,65",2-6,2.0,6.0,60,60.0,60.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/rapidcroco-2004,Rapidcroco,2004,['Roberto Fraga'],"['Animales', 'Deducción', 'Espionaje']",['Selección simultánea de acciones'],"5,65",2-5,2.0,5.0,15,15.0,15.0,6.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/libro-de-hechizos-2023,Libro de Hechizos,2023,['Phil Walker-Harding'],['Fantasía'],"['Colección de ítems', 'Gestión de mano', 'Solitario']","5,65",1-4,1.0,4.0,45,45.0,45.0,12.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/gloria-mundi-2006,Gloria Mundi,2006,"['James Ernest', 'Mike Selinker']","['Carreras', 'Edad antigua', 'Edificación']",['Gestión de mano'],"5,65",2-6,2.0,6.0,60,60.0,60.0,10.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/la-guerra-de-los-mundos-nueva-oleada-mar-de-irlanda-2019,La Guerra de los Mundos: Nueva Oleada – Mar de Irlanda,2019,['Denis Plastinin'],"['Basado en novela', 'Ciencia ficción']","['Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Gestión de mano', 'Movimiento de áreas']","5,65",2,2.0,2.0,45-90,45.0,90.0,10.0,2.0,,Expansión de,['La Guerra de los Mundos: Nueva Oleada']
https://www.ludonauta.es/juegos-mesas/encajados-2022,Encajados,2022,"['Marianne Waage', 'Uwe Rosenberg']","['Abstracto', 'Puzzle']","['Cobertura de rejilla', 'Colocación de losetas', 'Cuadrícula', 'Draft de cartas', 'Puntos de victoria como recursos', 'Realización de acciones por tiempo']","5,65",2,2.0,2.0,20-30,20.0,30.0,6.0,2.0,,Reimplementación de,"['Patchwork ', 'Patchwork Exprés']"
https://www.ludonauta.es/juegos-mesas/the-artemis-project-satellites-commanders-2023,The Artemis Project: Satellites & Commanders,2023,['Daniel Rocchi'],"['Ciencia ficción', 'Dados', 'Exploración espacial']","['Colección de ítems', 'Colocación de trabajadores con dados', 'Lanzamiento de dados', 'Subastas', 'Toma eso']","5,65",1-5,1.0,5.0,60-75,60.0,75.0,13.0,,,Expansión de,['The Artemis Project']
https://www.ludonauta.es/juegos-mesas/keyforge-adventures-abyssal-conspiracy-2021,KeyForge Adventures: Abyssal Conspiracy,2021,"['Brad Andres', 'Tyler Parrot']","['Cartas', 'Fantasía']","['Cooperativo', 'Solitario']","5,65",1-3,1.0,3.0,45-90,45.0,90.0,14.0,,,Expansión de,"['KeyForge: La Llamada de los Arcontes', 'KeyForge: La Edad de la Ascensión', 'KeyForge: Mundos en colisión', 'KeyForge: Mutación masiva', 'KeyForge: Mareas Oscuras', 'Keyforge Adventures: Rise of the Keyraken']"
https://www.ludonauta.es/juegos-mesas/carrossel-2019,Carrossel,2019,['Antonio Sousa Lara'],['Abstracto'],"['Colocación de losetas', 'Construcción de patrones', 'Selección simultánea de acciones']","5,65",2-4,2.0,4.0,30-45,30.0,45.0,8.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/cocorroto-2015,Cocorroto,2015,,"['Adultos / Mayores de edad', 'Cartas', 'Humor', 'Palabras', 'Party']","['Gestión de mano', 'Selección simultánea de acciones']","5,65",3-12,3.0,12.0,30,30.0,30.0,16.0,1.0,5.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/barbarians-at-the-gates-2022,Barbarians at the Gates,2022,['Kris Van Beurden'],"['Edad antigua', 'Wargame']",['Batallas dirigidas por cartas'],"5,65",2,2.0,2.0,120-300,120.0,300.0,,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/judge-dredd-the-game-of-crime-fighting-in-mega-city-one-2022,Judge Dredd: The Game of Crime-Fighting in Mega-City One,2022,['Ian Livingstone'],"['Basado en cómic / viñeta', 'Ciencia ficción', 'Combate']","['Habilidades variables', 'Lanzamiento de dados', 'Movimiento de áreas']","5,65",2-6,2.0,6.0,90,90.0,90.0,14.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/piratatak-2008,Piratatak,2008,['Grégory Kirszbaum'],"['Cartas', 'Piratas']","['Colección de ítems', 'Comercio', 'Forzar la suerte']","5,65",2-4,2.0,4.0,15,15.0,15.0,5.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/metal-adventures-2015,Metal Adventures,2015,['Lionel Borg'],"['Aventuras', 'Ciencia ficción', 'Combate', 'Exploración espacial', 'Fantasía', 'Negociación', 'Piratas']","['Asociaciones / Agrupaciones', 'Colección de ítems', 'Comercio', 'Draft de cartas', 'Habilidades variables', 'Lanzamiento de dados', 'Toma eso']","5,65",3-6,3.0,6.0,45-60,45.0,60.0,14.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/romolo-o-remo-2013,Romolo o Remo?,2013,['Michele Quondam'],"['Civilización', 'Dominio territorial', 'Edad antigua', 'Edificación']","['Colocación de trabajadores', 'Comercio', 'Control de áreas / Mayorías', 'Movimiento de áreas']","5,65",1-4,1.0,4.0,150,150.0,150.0,12.0,4.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/stress-botics-odyssey-2023,Stress Botics: Odyssey,2023,['Fernando Barbanoj'],"['Aventuras', 'Ciencia ficción', 'Exploración']","['Colección de ítems', 'Colocación de trabajadores', 'Gestión de mano', 'Movimiento de áreas', 'Movimiento entre puntos', 'Movimiento por celdas', 'Programación de acciones', 'Puntos de victoria como recursos', 'Recogida y entrega', 'Selección simultánea de acciones', 'Solitario', 'Tablero modular']","5,65",1-4,1.0,4.0,75-150,75.0,150.0,12.0,5.0,,Expansión de,['Stress Botics']
https://www.ludonauta.es/juegos-mesas/kingyo-2022,Kingyo,2022,"['Alexis Allard', 'Émilien Alquier']","['Party', 'Tiempo real']","['Asociación de patrones', 'Asociaciones / Agrupaciones', 'Lanzamiento de dados', 'Reconocimiento de patrones']","5,65",2-6,2.0,6.0,,,,7.0,1.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/hostile-hoarders-2023,Hostile Hoarders,2023,['Avi Goldstein'],"['Cartas', 'Humor', 'Matemático', 'Memoria', 'Party']",['Memoria'],"5,65",2-5,2.0,5.0,15-30,15.0,30.0,10.0,,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/lost-for-words-2022,Lost for Words,2022,['Ami Baio'],"['Cartas', 'Palabras', 'Party']","['Acciones/Eventos', 'Colección de ítems', 'Conexiones', 'Narrativo']","5,65",2-7,2.0,7.0,30-90,30.0,90.0,14.0,,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/5-paths-a-tactical-brawl-2023,5 Paths: A Tactical Brawl,2023,['Nicholas Jackson'],['Abstracto'],"['Configuración variable', 'Lanzamiento de dados', 'Lanzamiento de dados y movimiento']","5,65",2,2.0,2.0,15-30,15.0,30.0,13.0,,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/constellations-2022,Constellations,2022,['Fabien Chevillon'],['Infantil'],"['Lanzamiento de dados', 'Tiempo real']","5,65",1-4,1.0,4.0,20,20.0,20.0,8.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/munchkin-10-time-warp-2022,Munchkin 10: Time Warp,2022,['Steve Jackson (I)'],,,"5,65",3-6,3.0,6.0,60-120,60.0,120.0,10.0,,,Expansión de,['Munchkin']
https://www.ludonauta.es/juegos-mesas/sea-of-thieves-voyage-of-legends-2023,Sea of Thieves: Voyage of Legends,2023,,['Piratas'],,"5,65",2-4,2.0,4.0,90-120,90.0,120.0,14.0,,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/barrio-2023,Barrio,2023,['Jorge Tabanera Redondo'],"['Cartas', 'Edificación']","['Colección de ítems', 'Gestión de mano', 'Mercado', 'Solitario']","5,65",1-4,1.0,4.0,20-30,20.0,30.0,8.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/warhammer-invasion-senales-de-las-estrellas-2011,Warhammer: Invasión – Señales de las Estrellas,2011,"['Eric M. Lang', 'James Hata']","['Cartas', 'Combate', 'Fantasía']",['Gestión de mano'],"5,65",2,2.0,2.0,60,60.0,60.0,12.0,2.0,,Expansión de,['Warhammer: Invasión']
https://www.ludonauta.es/juegos-mesas/scotland-yard-sherlock-holmes-edition-2022,Scotland Yard: Sherlock Holmes Edition,2022,"['Dorothy Garrels', 'Fritz Ifland', 'Manfred Burggraf', 'Werner Scheerer', 'Werner Schlegel', 'Wolf Hoermann']","['Deducción', 'Viajes']","['Asociaciones / Agrupaciones', 'Colocación de unidades secretas', 'Movimiento entre puntos', 'Movimiento oculto']","5,65",2-6,2.0,6.0,45-60,45.0,60.0,10.0,2.0,1.0,Reimplementación de,['Scotland Yard']
https://www.ludonauta.es/juegos-mesas/zeppelin-attack-doomsday-weapons-2014,Zeppelin Attack!: Doomsday Weapons,2014,['Eric B. Vogel'],['Cartas'],,"5,65",2-4,2.0,4.0,45,45.0,45.0,12.0,2.0,,Expansión de,['Zeppelin Attack!']
https://www.ludonauta.es/juegos-mesas/rallyman-dirt-r5-2021,Rallyman: Dirt – R5 ,2021,['Jean-Christophe Bouvier'],['Carreras'],"['Carrera', 'Forzar la suerte', 'Lanzamiento de dados', 'Lanzamiento de dados y movimiento', 'Movimiento por dados diferentes', 'Simulación', 'Solitario', 'Tablero modular']","5,65",1-6,1.0,6.0,45-60,45.0,60.0,14.0,3.0,2.0,Expansión de,['Rallyman: Dirt ']
https://www.ludonauta.es/juegos-mesas/battle-of-chefs-2021,Battle of Chefs,2021,['Ángel Hidalgo Merino'],['Cartas'],"['Colección de ítems', 'Gestión de mano', 'Toma eso']","5,65",2-5,2.0,5.0,20-25,20.0,25.0,10.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/dragon-slayer-2014,Dragon Slayer,2014,['David J. Mortimer'],"['Combate', 'Dados', 'Fantasía']","['Apuestas', 'Forzar la suerte', 'Lanzamiento de dados']","5,65",2-5,2.0,5.0,15,15.0,15.0,14.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/cheese-master-2023,Cheese Master,2023,"['Alexandre Droit', 'Johan Benvenuto']","['Acción / Destreza', 'Animales', 'Dados']","['Lanzamiento de dados', 'Movimiento por impulsos', 'Resolución de iconos de dados']","5,65",2-8,2.0,8.0,10-20,10.0,20.0,8.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/inserta-moneda-para-jugar-2021,Inserta moneda para jugar,2021,"['Marco Salogni', 'Zemilio']","['Basado en videojuego', 'Puzzle']","['Bingo', 'Dibujo de líneas', 'Papel y lápiz', 'Selección simultánea de acciones']","5,65",2-6,2.0,6.0,15-20,15.0,20.0,8.0,1.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/epic-card-game-guardians-of-gowana-2021,Epic Card Game: Guardians of Gowana,2021,"['CJ Moynihan', 'Robert Dougherty']","['Cartas', 'Combate', 'Fantasía', 'Mitología', 'Prehistórico']","['Draft de cartas', 'Eliminación de jugadores', 'Gestión de mano', 'Toma eso']","5,65",2,2.0,2.0,20,20.0,20.0,13.0,3.0,,Integración de,"['Epic: Juego de cartas', 'Epic Card Game: Duels']"
https://www.ludonauta.es/juegos-mesas/traders-of-the-air-2020,Traders of the Air,2020,['Michael Schacht'],"['Economía', 'Fantasía']","['Colección de ítems', 'Control de áreas / Mayorías', 'Movimiento entre puntos', 'Puntos de acción', 'Recogida y entrega']","5,65",2-4,2.0,4.0,50-75,50.0,75.0,10.0,2.0,,Reimplementación de,['Hansa']
https://www.ludonauta.es/juegos-mesas/ablaze-2010,Ablaze!,2010,['Heinrich Glumpler'],"['Abstracto', 'Medioambiental']","['Colocación de losetas', 'Cooperativo', 'Simulación', 'Tablero modular']","5,65",1-4,1.0,4.0,30,30.0,30.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/lucha-wars-2022,Lucha Wars,2022,"['David Brashaw', 'Leonard Boyd']","['Acción / Destreza', 'Dados', 'Deportes']","['Ascenso por escalera', 'Asociaciones / Agrupaciones', 'Forzar la suerte', 'Lanzamiento de dados', 'Lanzamiento tipo chapas']","5,65",2-8,2.0,8.0,15-45,15.0,45.0,8.0,,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/import-export-capital-expansion-2017,Import / Export: Capital Expansion,2017,['Jordan Draper'],"['Abstracto', 'Cartas', 'Economía', 'Marítimo', 'Transporte']","['Gestión de mano', 'Recogida y entrega', 'Subastas']","5,65",2-6,2.0,6.0,45-90,45.0,90.0,8.0,,,Expansión de,['Import / Export']
https://www.ludonauta.es/juegos-mesas/seasons-of-arcadia-2022,Seasons of Arcadia,2022,['Mike Richie'],['Abstracto'],"['Movimiento de múltiples unidades', 'Movimiento en casillas hexagonales', 'Piedra, papel o tijera']","5,65",2-4,2.0,4.0,20-30,20.0,30.0,14.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/tiny-epic-crimes-kingpins-2023,Tiny Epic Crimes: Kingpins,2023,['Scott Almes'],,,"5,65",1-4,1.0,4.0,30-60,30.0,60.0,14.0,,,Expansión de,['Tiny Epic Crimes']
https://www.ludonauta.es/juegos-mesas/treehouse-diner-2022,Treehouse Diner,2022,['Rüdiger Dorn'],"['Animales', 'Cartas']","['Colección de ítems', 'Compra retardada', 'Contadores de orden', 'Draft de cartas']","5,65",2-4,2.0,4.0,30-45,30.0,45.0,8.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/fantasma-blitz-dados-2021,Fantasma Blitz: Dados,2021,['Jacques Zeimet'],"['Acción / Destreza', 'Dados', 'Tiempo real']","['Asociación de patrones', 'Reconocimiento de patrones']","5,65",2-8,2.0,8.0,20,20.0,20.0,8.0,1.0,1.0,Reimplementación de,['Fantasma Blitz']
https://www.ludonauta.es/juegos-mesas/rallyman-dirt-r4-2021,Rallyman: Dirt – R4 ,2021,['Jean-Christophe Bouvier'],['Carreras'],"['Carrera', 'Forzar la suerte', 'Lanzamiento de dados', 'Lanzamiento de dados y movimiento', 'Movimiento por dados diferentes', 'Simulación', 'Solitario', 'Tablero modular']","5,65",1-6,1.0,6.0,45-60,45.0,60.0,14.0,3.0,2.0,Expansión de,['Rallyman: Dirt ']
